Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,location_name
0,100.0,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,SGP
1,7.802483465,G$/GWp,262800,h,WINDOUT,24,0,347.632,GWp,IDN
2,7.444212167,G$/GWp,262800,h,WINDOUT,24,0,57.525,GWp,MYS
3,7.488943109,G$/GWp,262800,h,WINDOUT,24,0,1.542,GWp,BRN
4,6.849706042,G$/GWp,262800,h,WINDOUT,24,0,11.925,GWp,KHM
5,4.410801670481883,G$/GWp,262800,h,WINDOUT,24,0,60.067,GWp,MMR
6,5.4142081719999995,G$/GWp,262800,h,WINDOUT,24,0,64.904,GWp,PHL
7,6.3321400599999995,G$/GWp,262800,h,WINDOUT,24,0,51.012,GWp,THA
8,5.403574803000001,G$/GWp,262800,h,WINDOUT,24,0,113.94,GWp,VNM
9,1.203931194,G$/GWp,262800,h,WINDOUT,24,0,13.3108,GWp,LAO
10,4.216167436248394,G$/GWp,262800,h,WINDOUT,24,0,572.431,GWp,AUS
11,3.449524100102979,G$/GWp,262800,h,WINDOUT,24,0,13.645,GWp,SAU
12,4.772488553926836,G$/GWp,262800,h,WINDOUT,24,0,377.58,GWp,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000.0,GWp,ARE
14,3.945608689,G$/GWp,219000,h,WINDOUT,24,0,13.301,GWp,MAR
15,3.955106692,G$/GWp,219000,h,WINDOUT,24,0,0.152,GWp,KEN
16,5.49535979,G$/GWp,219000,h,WINDOUT,24,0,188.491,GWp,ZAF
17,5.281922827000001,G$/GWp,262800,h,WINDOUT,24,0,12.382,GWp,KOR
18,3.879151872,G$/GWp,219000,h,WINDOUT,24,0,7.225,GWp,EGY
19,3.961540949,G$/GWp,219000,h,WINDOUT,24,0,11.172,GWp,NGA
20,5.788181028,G$/GWp,262800,h,WINDOUT,24,0,636.713,GWp,BRA
21,5.101280001,G$/GWp,262800,h,WINDOUT,24,0,12.88,GWp,COL
22,4.434515562,G$/GWp,262800,h,WINDOUT,24,0,31.212,GWp,PER
23,3.796297508,G$/GWp,262800,h,WINDOUT,24,0,65.326,GWp,CHL
24,4.1176521252815235,G$/GWp,219000,h,WINDOUT,24,0,53.31,GWp,FRA
25,5.760893810462724,G$/GWp,219000,h,WINDOUT,24,0,23.333,GWp,DEU
26,3.743354732838686,G$/GWp,219000,h,WINDOUT,24,0,169.07,GWp,USA
27,4.253493773518314,G$/GWp,219000,h,WINDOUT,24,0,1509.478,GWp,RUS
28,5.614653470257883,G$/GWp,219000,h,WINDOUT,24,0,411.342,GWp,CHN
29,4.218395063457318,G$/GWp,219000,h,WINDOUT,24,0,11.814,GWp,TUR
30,5.342375124527831,G$/GWp,219000,h,WINDOUT,24,0,64.972,GWp,JPN
