Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
50,RE_WIND_Offshore_Lim_4,12,12,0,720,1,0
51,RE_WIND_Offshore_Lim_5,12,12,0,720,1,0
52,RE_WIND_Offshore_Lim_6,12,12,0,720,1,0
53,RE_WIND_Offshore_Lim_7,12,12,0,720,1,0
54,RE_WIND_Offshore_Lim_8,12,12,0,720,1,0
55,RE_WIND_Offshore_Lim_9,12,12,0,720,1,0
56,HYDRO,12,12,0,720,1,0
57,PP_CO2,12,12,0,720,1,0
58,BESS,12,12,0,720,1,0
59,EL_to_HTH,12,12,0,720,1,0
60,EL_to_NH3,12,12,0,720,1,0
61,NH3_Storage,12,12,0,720,1,0
62,NH3_to_EL,12,12,0,720,1,0
63,NH3_to_HTH,12,12,0,720,1,0
64,FF_to_HTH,12,12,0,720,1,0
65,EL_Demand,12,12,0,720,1,0
66,HTH_Demand,12,12,0,720,1,0
67,RE_PV_Openfield_Lim,17,17,0,720,1,0
68,RE_PV_Rooftop_Lim,17,17,0,720,1,0
69,RE_WIND_Onshore_Lim_0,17,17,0,720,1,0
70,RE_WIND_Onshore_Lim_1,17,17,0,720,1,0
71,RE_WIND_Onshore_Lim_2,17,17,0,720,1,0
72,RE_WIND_Onshore_Lim_3,17,17,0,720,1,0
73,RE_WIND_Onshore_Lim_4,17,17,0,720,1,0
74,RE_WIND_Onshore_Lim_5,17,17,0,720,1,0
75,RE_WIND_Onshore_Lim_6,17,17,0,720,1,0
76,RE_WIND_Onshore_Lim_7,17,17,0,720,1,0
77,RE_WIND_Onshore_Lim_8,17,17,0,720,1,0
78,RE_WIND_Onshore_Lim_9,17,17,0,720,1,0
79,RE_WIND_Offshore_Lim_0,17,17,0,720,1,0
80,RE_WIND_Offshore_Lim_1,17,17,0,720,1,0
81,RE_WIND_Offshore_Lim_2,17,17,0,720,1,0
82,RE_WIND_Offshore_Lim_3,17,17,0,720,1,0
83,RE_WIND_Offshore_Lim_4,17,17,0,720,1,0
84,RE_WIND_Offshore_Lim_5,17,17,0,720,1,0
85,RE_WIND_Offshore_Lim_6,17,17,0,720,1,0
86,RE_WIND_Offshore_Lim_7,17,17,0,720,1,0
87,RE_WIND_Offshore_Lim_8,17,17,0,720,1,0
88,RE_WIND_Offshore_Lim_9,17,17,0,720,1,0
89,HYDRO,17,17,0,720,1,0
90,PP_CO2,17,17,0,720,1,0
91,BESS,17,17,0,720,1,0
92,EL_to_HTH,17,17,0,720,1,0
93,EL_to_NH3,17,17,0,720,1,0
94,NH3_Storage,17,17,0,720,1,0
95,NH3_to_EL,17,17,0,720,1,0
96,NH3_to_HTH,17,17,0,720,1,0
97,FF_to_HTH,17,17,0,720,1,0
98,EL_Demand,17,17,0,720,1,0
99,HTH_Demand,17,17,0,720,1,0
