Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,0,0,1522
1,RE_PV_Rooftop_Lim,0,0,0
2,RE_PV_Openfield_Lim,0,0,0
3,RE_WIND_Offshore_Lim,0,0,0
4,RE_WIND_Onshore_Lim,0,0,0
5,PP_CO2,0,0,0
6,BESS,0,0,0
7,EL_to_HTH,0,0,0
8,EL_to_NH3,0,0,0
9,NH3_Storage,0,0,0
10,NH3_to_EL,0,0,0
11,NH3_to_HTH,0,0,0
12,FF_to_HTH,0,0,0
13,EL_Demand,0,0,0
14,HTH_Demand,0,0,0
15,RE_PV_Rooftop_Lim,7,7,7
16,RE_PV_Openfield_Lim,7,7,7
17,RE_WIND_Offshore_Lim,7,7,7
18,RE_WIND_Onshore_Lim,7,7,7
19,PP_CO2,7,7,7
20,BESS,7,7,7
21,EL_to_HTH,7,7,7
22,EL_to_NH3,7,7,7
23,NH3_Storage,7,7,7
24,NH3_to_EL,7,7,7
25,NH3_to_HTH,7,7,7
26,FF_to_HTH,7,7,7
27,EL_Demand,7,7,7
28,HTH_Demand,7,7,7
29,EL_Transport,0,7,0
30,NH3_Transport,0,7,0
