Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,location_name
0,100.0,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,SGP
1,2.104616376,G$/GWp,262800,h,WINDOUT,24,0,66.444,GWp,IDN
2,2.532347338,G$/GWp,262800,h,WINDOUT,24,0,10.0264,GWp,MYS
3,2.546930602,G$/GWp,262800,h,WINDOUT,24,0,0.0288,GWp,BRN
4,1.495385729,G$/GWp,262800,h,WINDOUT,24,0,10.617,GWp,KHM
5,1.4220115542045564,G$/GWp,219000,h,WINDOUT,24,0,145.019,GWp,MMR
6,1.651085826,G$/GWp,262800,h,WINDOUT,24,0,16.7848,GWp,PHL
7,1.614201567,G$/GWp,262800,h,WINDOUT,24,0,40.792,GWp,THA
8,1.474467537,G$/GWp,262800,h,WINDOUT,24,0,20.4976,GWp,VNM
9,1.921127379,G$/GWp,262800,h,WINDOUT,24,0,12.8184,GWp,LAO
10,1.2789483614676806,G$/GWp,219000,h,WINDOUT,24,0,2655.422,GWp,AUS
11,1.4220115542044491,G$/GWp,219000,h,WINDOUT,24,0,611.9225,GWp,SAU
12,1.112548261,G$/GWp,219000,h,WINDOUT,24,0,981.7605,GWp,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000.0,GWp,ARE
14,1.468929644,G$/GWp,219000,h,WINDOUT,24,0,133.938,GWp,MAR
15,1.4123068479999998,G$/GWp,219000,h,WINDOUT,24,0,193.4415,GWp,KEN
16,1.480256869,G$/GWp,219000,h,WINDOUT,24,0,423.808,GWp,ZAF
17,1.534097811,G$/GWp,262800,h,WINDOUT,24,0,16.3275,GWp,KOR
18,1.328822723,G$/GWp,219000,h,WINDOUT,24,0,400.876,GWp,EGY
19,1.4123068479999998,G$/GWp,219000,h,WINDOUT,24,0,288.393,GWp,NGA
20,1.054285569,G$/GWp,262800,h,WINDOUT,24,0,1666.35,GWp,BRA
21,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,107.4255,GWp,COL
22,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,46.8265,GWp,PER
23,1.239901474,G$/GWp,262800,h,WINDOUT,24,0,91.586,GWp,CHL
24,1.4771052692306392,G$/GWp,219000,h,WINDOUT,24,0,144.2245,GWp,FRA
25,1.4718463593800473,G$/GWp,219000,h,WINDOUT,24,0,50.323,GWp,DEU
26,1.1911935723798022,G$/GWp,219000,h,WINDOUT,24,0,1625.288,GWp,USA
27,1.3957079406218438,G$/GWp,219000,h,WINDOUT,24,0,2230.338,GWp,RUS
28,1.0968399999999998,G$/GWp,219000,h,WINDOUT,24,0,1427.328,GWp,CHN
29,1.402462150532907,G$/GWp,219000,h,WINDOUT,24,0,228.515,GWp,TUR
30,1.2807477163527645,G$/GWp,219000,h,WINDOUT,24,0,37.24,GWp,JPN
