Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,location_name
0,100.0,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,SGP
1,2.493789185,G$/GWp,262800,h,WINDOUT,24,0,66.4448,GWp,IDN
2,2.547525875,G$/GWp,262800,h,WINDOUT,24,0,10.0264,GWp,MYS
3,2.546930602,G$/GWp,262800,h,WINDOUT,24,0,0.0288,GWp,BRN
4,1.833549673,G$/GWp,262800,h,WINDOUT,24,0,10.6168,GWp,KHM
5,1.4220115542044065,G$/GWp,219000,h,WINDOUT,24,0,182.903,GWp,MMR
6,1.853172019,G$/GWp,262800,h,WINDOUT,24,0,16.7848,GWp,PHL
7,1.914845319,G$/GWp,262800,h,WINDOUT,24,0,40.792,GWp,THA
8,1.810446937,G$/GWp,262800,h,WINDOUT,24,0,20.4376,GWp,VNM
9,2.3233078220000003,G$/GWp,262800,h,WINDOUT,24,0,12.8184,GWp,LAO
10,1.2789483614680406,G$/GWp,219000,h,WINDOUT,24,0,2602.0085,GWp,AUS
11,1.422011554204478,G$/GWp,219000,h,WINDOUT,24,0,828.282,GWp,SAU
12,1.112548261,G$/GWp,219000,h,WINDOUT,24,0,1189.58,GWp,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000.0,GWp,ARE
14,1.468929644,G$/GWp,219000,h,WINDOUT,24,0,155.218,GWp,MAR
15,1.4123068479999998,G$/GWp,219000,h,WINDOUT,24,0,178.7065,GWp,KEN
16,1.480256869,G$/GWp,219000,h,WINDOUT,24,0,511.798,GWp,ZAF
17,1.534097811,G$/GWp,262800,h,WINDOUT,24,0,19.796,GWp,KOR
18,1.328822723,G$/GWp,219000,h,WINDOUT,24,0,429.303,GWp,EGY
19,1.4123068479999998,G$/GWp,219000,h,WINDOUT,24,0,220.3005,GWp,NGA
20,1.054285569,G$/GWp,262800,h,WINDOUT,24,0,2256.0265,GWp,BRA
21,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,47.1485,GWp,COL
22,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,33.3585,GWp,PER
23,1.239928337,G$/GWp,262800,h,WINDOUT,24,0,134.771,GWp,CHL
24,1.477105269230649,G$/GWp,219000,h,WINDOUT,24,0,146.0515,GWp,FRA
25,1.471846359380028,G$/GWp,219000,h,WINDOUT,24,0,45.5665,GWp,DEU
26,1.191193572379858,G$/GWp,219000,h,WINDOUT,24,0,1428.896,GWp,USA
27,1.3957082167987176,G$/GWp,219000,h,WINDOUT,24,0,2875.03,GWp,RUS
28,1.0968399999999998,G$/GWp,219000,h,WINDOUT,24,0,1693.0445,GWp,CHN
29,1.4024621505329118,G$/GWp,219000,h,WINDOUT,24,0,212.8385,GWp,TUR
30,1.2807477163527634,G$/GWp,219000,h,WINDOUT,24,0,43.7325,GWp,JPN
