Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,location_name
0,6.108180249,G$/GWp,262800,h,WINDOUT,24,0,0.003,GWp,SGP
1,4.233471834,G$/GWp,262800,h,WINDOUT,24,0,654.167,GWp,IDN
2,5.243535306,G$/GWp,262800,h,WINDOUT,24,0,74.594,GWp,MYS
3,5.654633228,G$/GWp,262800,h,WINDOUT,24,0,1.545,GWp,BRN
4,3.854700192,G$/GWp,262800,h,WINDOUT,24,0,14.814,GWp,KHM
5,3.4018597542812667,G$/GWp,262800,h,WINDOUT,24,0,35.515,GWp,MMR
6,3.378088637,G$/GWp,262800,h,WINDOUT,24,0,98.583,GWp,PHL
7,3.786093854,G$/GWp,262800,h,WINDOUT,24,0,73.071,GWp,THA
8,3.311565323,G$/GWp,262800,h,WINDOUT,24,0,165.124,GWp,VNM
9,1.203931194,G$/GWp,262800,h,WINDOUT,24,0,13.3108,GWp,LAO
10,3.08980252303078,G$/GWp,262800,h,WINDOUT,24,0,258.995,GWp,AUS
11,3.0474241459032654,G$/GWp,262800,h,WINDOUT,24,0,6.45,GWp,SAU
12,3.041720750523192,G$/GWp,262800,h,WINDOUT,24,0,76.469,GWp,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000.0,GWp,ARE
14,3.289961671,G$/GWp,219000,h,WINDOUT,24,0,22.765,GWp,MAR
15,3.292946024,G$/GWp,219000,h,WINDOUT,24,0,1.529,GWp,KEN
16,3.079693799,G$/GWp,219000,h,WINDOUT,24,0,38.196,GWp,ZAF
17,4.458618452,G$/GWp,262800,h,WINDOUT,24,0,26.782,GWp,KOR
18,2.532755515,G$/GWp,219000,h,WINDOUT,24,0,6.696,GWp,EGY
19,3.787423246,G$/GWp,219000,h,WINDOUT,24,0,3.304,GWp,NGA
20,2.97840955,G$/GWp,262800,h,WINDOUT,24,0,131.094,GWp,BRA
21,2.8316037379999996,G$/GWp,262800,h,WINDOUT,24,0,40.761,GWp,COL
22,3.603849627,G$/GWp,262800,h,WINDOUT,24,0,14.364,GWp,PER
23,2.717093373,G$/GWp,262800,h,WINDOUT,24,0,47.808,GWp,CHL
24,2.8199177067551906,G$/GWp,219000,h,WINDOUT,24,0,7.007,GWp,FRA
25,2.8473837522942125,G$/GWp,219000,h,WINDOUT,24,0,4.593,GWp,DEU
26,2.7139351972355388,G$/GWp,219000,h,WINDOUT,24,0,105.758,GWp,USA
27,3.0120847119723253,G$/GWp,219000,h,WINDOUT,24,0,590.06,GWp,RUS
28,2.3962803836128956,G$/GWp,219000,h,WINDOUT,24,0,79.376,GWp,CHN
29,3.249503735108477,G$/GWp,219000,h,WINDOUT,24,0,11.571,GWp,TUR
30,4.578611087302724,G$/GWp,219000,h,WINDOUT,24,0,51.512,GWp,JPN
