Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,location_name
0,100.0,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,SGP
1,2.550594623,G$/GWp,262800,h,WINDOUT,24,0,66.4448,GWp,IDN
2,2.547021187,G$/GWp,262800,h,WINDOUT,24,0,10.0264,GWp,MYS
3,2.546930602,G$/GWp,262800,h,WINDOUT,24,0,0.0288,GWp,BRN
4,2.123046006,G$/GWp,262800,h,WINDOUT,24,0,10.6176,GWp,KHM
5,1.4220115542043656,G$/GWp,262800,h,WINDOUT,24,0,107.45,GWp,MMR
6,2.487279383,G$/GWp,262800,h,WINDOUT,24,0,16.7856,GWp,PHL
7,2.44707066,G$/GWp,262800,h,WINDOUT,24,0,40.792,GWp,THA
8,2.520725711,G$/GWp,262800,h,WINDOUT,24,0,20.4376,GWp,VNM
9,2.561111629,G$/GWp,262800,h,WINDOUT,24,0,12.8184,GWp,LAO
10,1.278948361467605,G$/GWp,262800,h,WINDOUT,24,0,2862.16,GWp,AUS
11,1.42201155420464,G$/GWp,262800,h,WINDOUT,24,0,832.517,GWp,SAU
12,1.112548261343857,G$/GWp,262800,h,WINDOUT,24,0,184.247,GWp,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000.0,GWp,ARE
14,1.468929644,G$/GWp,219000,h,WINDOUT,24,0,198.373,GWp,MAR
15,1.4123068479999998,G$/GWp,219000,h,WINDOUT,24,0,224.9835,GWp,KEN
16,1.480256869,G$/GWp,219000,h,WINDOUT,24,0,389.6725,GWp,ZAF
17,1.534097811,G$/GWp,262800,h,WINDOUT,24,0,21.203,GWp,KOR
18,1.328822723,G$/GWp,219000,h,WINDOUT,24,0,224.371,GWp,EGY
19,1.4123068479999998,G$/GWp,219000,h,WINDOUT,24,0,338.7055,GWp,NGA
20,1.054285569,G$/GWp,262800,h,WINDOUT,24,0,1940.743,GWp,BRA
21,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,71.225,GWp,COL
22,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,79.7825,GWp,PER
23,1.239928337,G$/GWp,262800,h,WINDOUT,24,0,225.2915,GWp,CHL
24,1.4771052692306814,G$/GWp,219000,h,WINDOUT,24,0,64.5365,GWp,FRA
25,1.471846359379978,G$/GWp,219000,h,WINDOUT,24,0,147.714,GWp,DEU
26,1.1911935723800582,G$/GWp,219000,h,WINDOUT,24,0,2231.733,GWp,USA
27,1.39570831312117,G$/GWp,219000,h,WINDOUT,24,0,3399.991,GWp,RUS
28,1.2198052958586751,G$/GWp,219000,h,WINDOUT,24,0,149.4576,GWp,CHN
29,1.4024621505328585,G$/GWp,219000,h,WINDOUT,24,0,207.774,GWp,TUR
30,1.280747716352766,G$/GWp,219000,h,WINDOUT,24,0,51.2295,GWp,JPN
