Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,location_name
0,100.0,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,SGP
1,6.427232401,G$/GWp,262800,h,WINDOUT,24,0,442.525,GWp,IDN
2,8.296533069999999,G$/GWp,262800,h,WINDOUT,24,0,58.126,GWp,MYS
3,6.156141155,G$/GWp,262800,h,WINDOUT,24,0,1.542,GWp,BRN
4,5.190377263999999,G$/GWp,262800,h,WINDOUT,24,0,12.504,GWp,KHM
5,3.4501785438350683,G$/GWp,262800,h,WINDOUT,24,0,22.414,GWp,MMR
6,4.203588633000001,G$/GWp,262800,h,WINDOUT,24,0,87.086,GWp,PHL
7,4.787208230999999,G$/GWp,262800,h,WINDOUT,24,0,64.508,GWp,THA
8,4.041527692,G$/GWp,262800,h,WINDOUT,24,0,140.438,GWp,VNM
9,1.203931194,G$/GWp,262800,h,WINDOUT,24,0,13.3108,GWp,LAO
10,3.594897348870531,G$/GWp,262800,h,WINDOUT,24,0,409.567,GWp,AUS
11,3.228064054743602,G$/GWp,262800,h,WINDOUT,24,0,19.001,GWp,SAU
12,3.6921041149387936,G$/GWp,262800,h,WINDOUT,24,0,223.454,GWp,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000.0,GWp,ARE
14,3.952080765,G$/GWp,219000,h,WINDOUT,24,0,28.491,GWp,MAR
15,3.65186098,G$/GWp,219000,h,WINDOUT,24,0,3.255,GWp,KEN
16,3.865157463,G$/GWp,219000,h,WINDOUT,24,0,114.389,GWp,ZAF
17,5.158934530000001,G$/GWp,262800,h,WINDOUT,24,0,36.677,GWp,KOR
18,2.975207355,G$/GWp,219000,h,WINDOUT,24,0,13.004,GWp,EGY
19,3.918805913,G$/GWp,219000,h,WINDOUT,24,0,16.478,GWp,NGA
20,4.354892338,G$/GWp,262800,h,WINDOUT,24,0,446.521,GWp,BRA
21,3.200399429,G$/GWp,262800,h,WINDOUT,24,0,7.838,GWp,COL
22,3.806956663,G$/GWp,262800,h,WINDOUT,24,0,7.73,GWp,PER
23,4.049943804,G$/GWp,262800,h,WINDOUT,24,0,86.288,GWp,CHL
24,3.0047277074433585,G$/GWp,219000,h,PVOUT,24,0,32.606,GWp,FRA
25,3.3915716742962054,G$/GWp,219000,h,PVOUT,24,0,12.418,GWp,DEU
26,3.299166895502976,G$/GWp,219000,h,PVOUT,24,0,118.442,GWp,USA
27,3.4438355672111944,G$/GWp,219000,h,PVOUT,24,0,585.304,GWp,RUS
28,3.13852872462836,G$/GWp,219000,h,PVOUT,24,0,236.471,GWp,CHN
29,3.7794613465552054,G$/GWp,219000,h,PVOUT,24,0,11.592,GWp,TUR
30,5.288085950111865,G$/GWp,219000,h,PVOUT,24,0,54.987,GWp,JPN
