Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,1,1,154
1,RE_PV_Rooftop_Lim,1,1,1
2,RE_PV_Openfield_Lim,1,1,1
3,RE_WIND_Offshore_Lim,1,1,1
4,RE_WIND_Onshore_Lim,1,1,1
5,PP_CO2,1,1,1
6,BESS,1,1,1
7,EL_to_HTH,1,1,1
8,EL_to_NH3,1,1,1
9,NH3_Storage,1,1,1
10,NH3_to_EL,1,1,1
11,NH3_to_HTH,1,1,1
12,FF_to_HTH,1,1,1
13,EL_Demand,1,1,1
14,HTH_Demand,1,1,1
15,RE_PV_Rooftop_Lim,2,2,2
16,RE_PV_Openfield_Lim,2,2,2
17,RE_WIND_Offshore_Lim,2,2,2
18,RE_WIND_Onshore_Lim,2,2,2
19,PP_CO2,2,2,2
20,BESS,2,2,2
21,EL_to_HTH,2,2,2
22,EL_to_NH3,2,2,2
23,NH3_Storage,2,2,2
24,NH3_to_EL,2,2,2
25,NH3_to_HTH,2,2,2
26,FF_to_HTH,2,2,2
27,EL_Demand,2,2,2
28,HTH_Demand,2,2,2
29,RE_PV_Rooftop_Lim,6,6,6
30,RE_PV_Openfield_Lim,6,6,6
31,RE_WIND_Offshore_Lim,6,6,6
32,RE_WIND_Onshore_Lim,6,6,6
33,PP_CO2,6,6,6
34,BESS,6,6,6
35,EL_to_HTH,6,6,6
36,EL_to_NH3,6,6,6
37,NH3_Storage,6,6,6
38,NH3_to_EL,6,6,6
39,NH3_to_HTH,6,6,6
40,FF_to_HTH,6,6,6
41,EL_Demand,6,6,6
42,HTH_Demand,6,6,6
43,EL_Transport,1,2,0
44,NH3_Transport,1,2,0
45,EL_Transport,1,6,0
46,NH3_Transport,1,6,0
47,EL_Transport,2,6,0
48,NH3_Transport,2,6,0
